square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt_left,response_2.rt_right,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",0,0,6,6,6,,,,,,,4464.740508200019,4464.740508200019,4464.740508200019,4465.740521,4465.723853700038,4466.723780500004,1,None,None,"[0, 0, 0]",,,4464.740508200019,4464.740508200019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,,,,,4466.740523900022,4466.740523900022,4466.740523900022,4467.740532400028,4467.723874100018,4468.723886499996,1,None,None,"[0, 0, 0]",,,4466.740523900022,4466.740523900022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",1,0,8,8,8,,,,,,,4468.740554600023,4468.740554600023,4468.740554600023,4469.740553200012,4469.723869899986,4470.72389860003,1,None,None,"[0, 0, 0]",,,4468.740554600023,4468.740554600023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,,,,,4470.740575200005,4470.740575200005,4470.740575200005,4471.740572500043,4471.723909599998,4472.72390099999,1,None,None,"[0, 0, 0]",,,4470.740575200005,4470.740575200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,4472.740578300029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.925925925925924,4428.255155080056,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,4487.974237199989,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4492.807431599998,None,4492.807431599998,4493.807442300022,4493.790757400042,4494.790786200028,"[0, 0, 0]",1,4492.807431599998,None,,,,,,,,,,,,,0.01447431993437931,5.011645819933619,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4494.807446299994,4496.807442400022,4494.807446299994,4495.807437600044,4495.790786200028,4496.790786300029,"[0, 0, 0]",1,4494.807446299994,4496.807442400022,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4496.8241218000185,4498.824143000005,4496.8241218000185,4497.824125000043,4497.8074617999955,4498.807466200029,"[0, 0, 0]",1,4496.8241218000185,4498.824143000005,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4498.8408070000005,4500.840845900006,4498.8408070000005,4499.840817500022,4499.824144200014,4500.824148899992,"[0, 0, 0]",1,4498.8408070000005,4500.840845900006,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4500.890840000007,None,4500.890840000007,4501.890844999987,4501.874161900021,None,"[0, 0, 0]",1,4500.890840000007,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4502.874169700022,4504.874078600027,4502.874169700022,4503.874193000025,4503.857446899987,4504.857513500028,"[0, 0, 0]",1,4502.874169700022,4504.874078600027,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4504.890863600012,4506.890867899987,4504.890863600012,4505.890864200017,4505.874206800014,4506.874214700016,"[0, 0, 0]",1,4504.890863600012,4506.890867899987,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4506.907542700006,4508.907552400022,4506.907542700006,4507.907546500035,4507.89089020004,4508.890886700014,"[0, 0, 0]",1,4506.907542700006,4508.907552400022,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4508.924115700007,4510.9242364999955,4508.924115700007,4509.924230100005,4509.90755850001,4510.907575800025,"[0, 0, 0]",0,4508.924115700007,4510.9242364999955,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4510.9409139000345,4512.9409135000315,4510.9409139000345,4511.940918800014,4511.924254900019,4512.924272800039,"[0, 0, 0]",1,4510.9409139000345,4512.9409135000315,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,4512.957591600018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.839506172839506,4468.47135348001,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",None,0,0,0,0,,,,,4528.174472499988,None,4533.007765499991,None,4533.007765499991,4534.007775100006,4533.991105000023,4534.9911097,1,None,None,"[0, 0, 0]",,,4533.007765499991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.015271019947249442,5.013248419971205,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,1,1,1,,,,,,,4535.007779300038,None,4535.007779300038,4536.007693300024,4535.991129000031,4536.991126500012,1,None,None,"[0, 0, 0]",,,4535.007779300038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,4537.007799400017,4537.007799400017,4537.007799400017,4538.007798900013,4537.991131699993,4538.991135100019,1,None,None,"[0, 0, 0]",,,4537.007799400017,4537.007799400017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,4539.007807700022,4539.007807700022,4539.007807700022,4540.007818699989,4539.9911648000125,4540.991162299993,1,None,None,"[0, 0, 0]",,,4539.007807700022,4539.007807700022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,4541.041028800013,4541.041028800013,4541.041028800013,4542.041167700023,4542.024508100003,None,1,None,None,"[0, 0, 0]",,,4541.041028800013,4541.041028800013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,4543.024515500001,None,4543.024515500001,4544.024537399993,4544.007859100006,4545.007860100013,1,None,None,"[0, 0, 0]",,,4543.024515500001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,4545.02452430001,4545.02452430001,4545.02452430001,4546.024535100034,4546.007880799996,4547.007881800004,1,None,None,"[0, 0, 0]",,,4545.02452430001,4545.02452430001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,4547.024542400031,4547.024542400031,4547.024542400031,4548.02455490001,4548.007885800034,4549.00789529999,1,None,None,"[0, 0, 0]",,,4547.024542400031,4547.024542400031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,4549.024567399989,4549.024567399989,4549.024567399989,4550.024567199987,4550.007912100002,4551.007870500034,1,None,None,"[0, 0, 0]",,,4549.024567399989,4549.024567399989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,4551.024578600016,4551.024578600016,4551.024578600016,4552.024591900001,4552.007937000017,4553.007925499987,1,None,None,"[0, 0, 0]",,,4551.024578600016,4551.024578600016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,4553.024655700021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.839506172839506,4508.5391537800315,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",None,,,,,0,0,0,0,4568.258089100011,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4573.091458200011,None,4573.091458200011,4574.091445800033,4574.074775599991,4575.074787300022,"[0, 0, 0]",1,4573.091458200011,None,,,,,,,,,,,,,0.014484019950032234,5.01166831998853,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4575.091461400036,4577.091484400036,4575.091461400036,4576.091477400041,4576.074785500008,4577.074823000003,"[0, 0, 0]",1,4575.091461400036,4577.091484400036,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4577.108132700028,4579.108150000044,4577.108132700028,4578.108145700011,4578.091489200015,4579.091485300043,"[0, 0, 0]",1,4577.108132700028,4579.108150000044,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4579.1248148999875,4581.124751400028,4579.1248148999875,4580.124827900028,4580.108166199992,4581.108170600026,"[0, 0, 0]",1,4579.1248148999875,4581.124751400028,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4581.208441300027,None,4581.208441300027,4582.208179700014,4582.191516600025,None,"[0, 0, 0]",1,4581.208441300027,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4583.157696800015,4585.158206599997,4583.157696800015,4584.158197699988,4584.1415415999945,4585.141544200014,"[0, 0, 0]",1,4583.157696800015,4585.158206599997,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4585.17487290001,4587.174906400032,4585.17487290001,4586.174876200035,4586.158223000006,4587.158233900031,"[0, 0, 0]",1,4585.17487290001,4587.174906400032,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4587.191576800018,4589.191581499996,4587.191576800018,4588.191559900006,4588.174946199986,4589.174905700027,"[0, 0, 0]",0,4587.191576800018,4589.191581499996,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4589.208238099993,4591.2082544,4589.208238099993,4590.208241100016,4590.191589599999,4591.191588299989,"[0, 0, 0]",1,4589.208238099993,4591.2082544,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4591.2249463000335,4593.224938500032,4591.2249463000335,4592.224927300005,4592.2082718000165,4593.208268699993,"[0, 0, 0]",1,4591.2249463000335,4593.224938500032,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,4593.241601900023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12345679012346,4550.756309680059,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,4610.475289000024,None,4613.291777400009,None,4613.291777400009,4614.291797499987,4614.27512060001,4615.27512060001,1,None,None,"[0, 0, 0]",,,4613.291777400009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014429419941734523,5.01162701996509,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,4615.291805799992,None,4615.291805799992,4616.291801900021,4616.275149599998,4617.275140599988,1,None,None,"[0, 0, 0]",,,4615.291805799992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,4617.291822700005,4617.291822700005,4617.291822700005,4618.291826400033,4618.275153300026,4619.275151500013,1,None,None,"[0, 0, 0]",,,4617.291822700005,4617.291822700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,4619.291836199991,4619.291836199991,4619.291836199991,4620.291835599986,4620.275185100036,4621.2751788999885,1,None,None,"[0, 0, 0]",,,4619.291836199991,4619.291836199991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,0,4,4,4,,,,,,,4621.358858300024,4621.358858300024,4621.358858300024,4622.358562400041,4622.341862400004,None,1,None,None,"[0, 0, 0]",,,4621.358858300024,4621.358858300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,4623.308540800004,None,4623.308540800004,4624.30854150001,4624.291872600035,4625.2918804000365,1,None,None,"[0, 0, 0]",,,4623.308540800004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,4625.308555099997,4625.308555099997,4625.308555099997,4626.30856189999,4626.2918849000125,4627.291900800017,1,None,None,"[0, 0, 0]",,,4625.308555099997,4625.308555099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,4627.308596800023,4627.308596800023,4627.308596800023,4628.308603700018,4628.291910400032,4629.291932900029,1,None,None,"[0, 0, 0]",,,4627.308596800023,4627.308596800023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,4629.308579700009,4629.308579700009,4629.308579700009,4630.3086054000305,4630.291929900006,4631.291928799998,1,None,None,"[0, 0, 0]",,,4629.308579700009,4629.308579700009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,4631.308529700036,4631.308529700036,4631.308529700036,4632.308617700008,4632.291960300005,4633.2919533000095,1,None,None,"[0, 0, 0]",,,4631.308529700036,4631.308529700036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,4633.308609300002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51851851851852,4588.822905979992,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,4648.542323700036,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4653.375468200014,None,4653.375468200014,4654.375347500027,4654.358793799998,4655.358810500009,"[0, 0, 0]",1,4653.375468200014,None,,,,,,,,,,,,,0.01474412000970915,5.012187319982331,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4655.375475900015,4657.3755041999975,4655.375475900015,4656.375486700039,4656.3588070000405,4657.358819200017,"[0, 0, 0]",1,4655.375475900015,4657.3755041999975,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4657.39206340001,4659.392174300039,4657.39206340001,4658.392185600009,4658.375498300011,4659.375502799987,"[0, 0, 0]",1,4657.39206340001,4659.392174300039,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4659.408850000007,4661.408858400013,4659.408850000007,4660.408776400029,4660.392189600039,4661.3921891000355,"[0, 0, 0]",1,4659.408850000007,4661.408858400013,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4661.4587468000245,None,4661.4587468000245,4662.45886350004,4662.442209000001,None,"[0, 0, 0]",1,4661.4587468000245,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4663.442213400034,4665.442233900016,4663.442213400034,4664.442212500027,4664.425557100039,4665.425555100024,"[0, 0, 0]",1,4663.442213400034,4665.442233900016,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4665.458890300011,4667.458909000037,4665.458890300011,4666.458892600029,4666.442228800035,4667.442243900034,"[0, 0, 0]",1,4665.458890300011,4667.458909000037,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4667.475589100039,4669.4755966000375,4667.475589100039,4668.475589999987,4668.458920900011,4669.458930800029,"[0, 0, 0]",1,4667.475589100039,4669.4755966000375,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",4669.492268200032,4671.492274300021,4669.492268200032,4670.492273300013,4670.475603600033,4671.475614900002,"[0, 0, 0]",0,4669.492268200032,4671.492274300021,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
