square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
4,"[-0.2, 0]",1,0,13,13,13,,,,,,,280.12902490000124,None,280.12902490000124,281.1290149999986,281.11235590000433,282.11235560000205,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,280.12902490000124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,14,14,14,,,,,,,282.1290313999998,None,282.1290313999998,283.1290230000013,283.11235260000103,284.1123732999986,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,282.1290313999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,15,15,15,,,,,,,284.1289135000043,None,284.1289135000043,285.1290544000003,285.11237310000433,286.11241020000307,0,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,284.1289135000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,0,16,16,16,,,,,,,286.12904459999845,None,286.12904459999845,287.1290592000005,287.11242330000096,288.1123999000047,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,286.12904459999845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,17,17,17,,,,,,,288.1290697000004,None,288.1290697000004,289.12906120000116,289.11240030000044,290.11242050000146,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,288.1290697000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,0,18,18,18,,,,,,,290.12907370000175,None,290.12907370000175,291.12909370000125,291.11239860000205,292.11244490000536,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,290.12907370000175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,19,19,19,,,,,,,292.1290958000027,None,292.1290958000027,293.1291220999992,293.11247269999876,294.11241580000205,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,292.1290958000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,294.12911870000244,None,294.12911870000244,295.1291194000005,295.11232060000475,296.11246329999994,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,294.12911870000244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,296.1291182999994,None,296.1291182999994,297.1291392999992,297.1124559000018,298.1124670999998,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,296.1291182999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,0,22,22,22,,,,,,,298.12914170000295,None,298.12914170000295,299.12913860000117,299.11246160000155,300.112492500004,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,298.12914170000295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,0,23,23,23,,,,,,,300.12915780000185,None,300.12915780000185,301.1291524000044,301.11248049999995,302.11253600000055,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,300.12915780000185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,24,24,24,,,,,,,302.12905930000124,None,302.12905930000124,303.12917670000024,303.11241829999926,304.11253260000376,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,302.12905930000124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,25,25,25,,,,,,,304.1291773000048,None,304.1291773000048,305.1291917999988,305.1125472999993,306.1125385999985,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,304.1291773000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,26,26,26,,,,,,,306.12918720000016,None,306.12918720000016,307.12918029999855,307.1125547000047,308.1125572000019,1,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,306.12918720000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,27,27,27,,,,,,,308.1292076000027,None,308.1292076000027,309.12921080000524,309.1124101000023,310.1125738000046,0,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,308.1292076000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,28,28,28,,,,,,,310.12922550000076,None,310.12922550000076,311.1292262999996,311.11255900000106,312.11253370000486,0,-0.023148148148148147,0.125,"[0, 0, 0]",0,0,310.12922550000076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,29,29,29,,,,,,,312.12921410000126,None,312.12921410000126,313.12924249999924,313.11254120000376,314.1125477000023,1,-0.023148148148148147,0.125,"[0, 0, 1]",0,1,312.12921410000126,None,,,,,,0.0,1.851308599994809,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,314.1459219000026,None,space,314.1459219000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,378.2630180000051,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",379.2796023000046,None,379.2796023000046,380.2796820000003,380.2630315999995,381.2630607000028,"[0, 0, 0]",1,379.2796023000046,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",381.27969770000345,383.2797172999999,381.27969770000345,382.2797195000021,382.263042700004,383.26305590000266,"[0, 0, 0]",0,381.27969770000345,383.2797172999999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",383.2964049000002,385.2964095999996,383.2964049000002,384.2964051000017,384.27973130000464,385.2797217000043,"[0, 0, 0]",1,383.2964049000002,385.2964095999996,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",385.3131202000004,387.3130807999987,385.3131202000004,386.31308179999905,386.2964260000008,387.2964223000017,"[0, 0, 0]",1,385.3131202000004,387.3130807999987,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",387.32972639999934,389.3297695000001,387.32972639999934,388.3297470000034,388.3130977000037,389.3130963000003,"[0, 0, 0]",1,387.32972639999934,389.3297695000001,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",389.3464634000047,391.34645920000185,389.3464634000047,390.34644560000015,390.3297507000025,391.32980900000257,"[0, 0, 0]",1,389.3464634000047,391.34645920000185,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",391.3631255,393.36311959999875,391.3631255,392.3631272999992,392.3631272999992,393.36311959999875,"[0, 0, 0]",1,391.3631255,393.36311959999875,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",393.3798001000032,395.37983550000354,393.3798001000032,394.37981270000455,394.3631489000036,395.3631471000044,"[0, 0, 0]",1,393.3798001000032,395.37983550000354,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",395.39649009999994,397.3964874000012,395.39649009999994,396.39649700000155,396.3798270000043,397.3798486000014,"[0, 0, 0]",0,395.39649009999994,397.3964874000012,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",397.4131483000019,399.4131733000031,397.4131483000019,398.4131781000033,398.3965204999986,399.3965354000029,"[0, 0, 0]",1,397.4131483000019,399.4131733000031,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",399.4297785000017,401.429853200003,399.4297785000017,400.4298514000038,400.41317269999854,401.4131978000005,"[0, 0, 0]",1,399.4297785000017,401.429853200003,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",401.4465366000004,403.44653760000074,401.4465366000004,402.44653780000226,402.42986309999833,403.42986470000324,"[0, 0, 0]",1,401.4465366000004,403.44653760000074,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",403.46320099999866,405.4632238999984,403.46320099999866,404.4632292000024,404.4464325000008,405.44656699999905,"[0, 0, 0]",1,403.46320099999866,405.4632238999984,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",405.47988469999837,407.47988160000386,405.47988469999837,406.479886000001,406.4632042000012,407.46321870000247,"[0, 0, 0]",1,405.47988469999837,407.47988160000386,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",407.4965467000002,409.49657070000103,407.4965467000002,408.49655780000467,408.47990520000167,409.47992109999905,"[0, 0, 0]",1,407.4965467000002,409.49657070000103,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",409.5132506000009,411.5132515000005,409.5132506000009,410.5132558000041,410.49658640000416,411.4965874000045,"[0, 0, 0]",1,409.5132506000009,411.5132515000005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",411.5299318000034,413.52993300000526,411.5299318000034,412.52992310000263,412.5132601000005,413.5132674999986,"[0, 0, 0]",1,411.5299318000034,413.52993300000526,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",413.5465678000037,415.54662510000344,413.5465678000037,414.54663209999853,414.5299424000041,415.52994780000154,"[0, 0, 0]",1,413.5465678000037,415.54662510000344,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",415.5632800000021,417.56329540000297,415.5632800000021,416.56330430000526,416.54659620000166,417.5466299000036,"[0, 0, 0]",1,415.5632800000021,417.56329540000297,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",417.5799642999991,419.57997700000124,417.5799642999991,418.57998970000335,418.56330660000094,419.56330719999823,"[0, 0, 0]",1,417.5799642999991,419.57997700000124,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",419.5966428000029,421.59665870000026,419.5966428000029,420.59662010000466,420.5799846000009,421.57999750000454,"[0, 0, 0]",1,419.5966428000029,421.59665870000026,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",421.6133241999996,423.6133387000009,421.6133241999996,422.6133353000041,422.5966750000007,423.5966619000028,"[0, 0, 0]",1,421.6133241999996,423.6133387000009,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",423.6300061000002,425.63002390000474,423.6300061000002,424.6300115999984,424.6133437000026,425.6133611000041,"[0, 0, 0]",1,423.6300061000002,425.63002390000474,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",425.6466645000037,427.6466834000021,425.6466645000037,426.64667929999996,426.63003720000415,427.63004970000475,"[0, 0, 0]",1,425.6466645000037,427.6466834000021,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",427.6633798000039,429.6634036000032,427.6633798000039,428.6633770000044,428.6467058999988,429.64671960000123,"[0, 0, 0]",1,427.6633798000039,429.6634036000032,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",429.6800569000043,431.6800757000019,429.6800569000043,430.6800507000007,430.66339020000305,431.66341710000415,"[0, 0, 0]",1,429.6800569000043,431.6800757000019,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",431.6967250000016,433.69675460000144,431.6967250000016,432.6967452000026,432.68007999999827,433.6800771000053,"[0, 0, 0]",1,431.6967250000016,433.69675460000144,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",433.713433500001,435.7134210000004,433.713433500001,434.7134389999992,434.6967573000002,435.6967678000001,"[0, 0, 0]",1,433.713433500001,435.7134210000004,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",435.7300890000042,437.73010259999865,435.7300890000042,436.73011200000474,436.7134284999993,437.7134367000035,"[0, 0, 0]",1,435.7300890000042,437.73010259999865,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",437.7468222000025,439.7467828000008,437.7468222000025,438.7467515000026,438.73010670000076,439.7301271000033,"[0, 0, 0]",1,437.7468222000025,439.7467828000008,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,439.76346580000245,None,space,439.76346580000245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,0,0,0,0,,,,,632.0318772000028,None,636.6648458000054,None,636.6648458000054,637.6648494000037,637.6481907000052,638.6482135000042,1,None,None,"[0, 0, 0]",,,636.6648458000054,None,,,,,,,,,,,,,,,,,,,,,490.64741810000123,490.64741810000123,None,space,101.51525419999962,490.64741810000123,None,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,0,1,1,1,,,,,,,638.6648596000014,None,638.6648596000014,639.6647838999997,639.6482182000036,640.6482160000014,1,None,None,"[0, 0, 0]",,,638.6648596000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,640.6648735000053,640.6648735000053,640.6648735000053,641.6649006000007,641.6485612000033,642.6482374000043,1,None,None,"[0, 0, 0]",,,640.6648735000053,640.6648735000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,642.66489,642.66489,642.66489,643.6649017000018,643.6482336000045,644.6482558999996,1,None,None,"[0, 0, 0]",,,642.66489,642.66489,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,644.698149900003,644.698149900003,644.698149900003,645.6982817000026,645.6982817000026,None,1,None,None,"[0, 0, 0]",,,644.698149900003,644.698149900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,646.6815963000045,None,646.6815963000045,647.6815706000052,647.6649309999993,648.6649483000001,1,None,None,"[0, 0, 0]",,,646.6815963000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,648.6815768000015,648.6815768000015,648.6815768000015,649.6816143000033,649.6649395999993,650.6649508000046,1,None,None,"[0, 0, 0]",,,648.6815768000015,648.6815768000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,650.6816245000009,650.6816245000009,650.6816245000009,651.6816231999983,651.664964399999,652.6649665000004,1,None,None,"[0, 0, 0]",,,650.6816245000009,650.6816245000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,652.6816096000039,652.6816096000039,652.6816096000039,653.681628600003,653.6649710999991,654.6649936000031,1,None,None,"[0, 0, 0]",,,652.6816096000039,652.6816096000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
