square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,,2367.6241872999817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2373.781177720055,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,2385.3095716000535,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2387.6900762000587,None,2387.6900762000587,2388.691331300186,2388.674655799987,None,"[0, 0, 0]",1,2387.6900762000587,None,,,,,,,,,,0.015017480123788118,5.012994280084968,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2389.67466590018,2391.674288399983,2389.67466590018,2390.674655900104,2390.6579963001423,2391.6579337001313,"[0, 0, 0]",1,2389.67466590018,2391.674288399983,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2391.6913658000994,2393.69101900002,2391.6913658000994,2392.691262200009,2392.674688300118,2393.674692100147,"[0, 0, 0]",0,2391.6913658000994,2393.69101900002,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2393.708035600139,2395.7076118001714,2393.708035600139,2394.708072999958,2394.6913094001357,2395.691378900083,"[0, 0, 0]",0,2393.708035600139,2395.7076118001714,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2395.775237200083,None,2395.775237200083,2396.774868800072,2396.7580494000576,None,"[0, 0, 0]",0,2395.775237200083,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2397.741420699982,2399.7410089999903,2397.741420699982,2398.741404599976,2398.724666800117,2399.7247119001113,"[0, 0, 0]",0,2397.741420699982,2399.7410089999903,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2399.7580894001294,2401.757821300067,2399.7580894001294,2400.7580711001065,2400.741434500087,2401.741573400097,"[0, 0, 0]",0,2399.7580894001294,2401.757821300067,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2401.774975300068,2403.7744086000603,2401.774975300068,2402.7747732000425,2402.7581005000975,2403.75802129996,"[0, 0, 0]",0,2401.774975300068,2403.7744086000603,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2403.7915314000566,2405.791115200147,2403.7915314000566,2404.791446899995,2404.774819100043,2405.774833600037,"[0, 0, 0]",0,2403.7915314000566,2405.791115200147,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2405.8081347001716,2407.80773520004,2405.8081347001716,2406.8081342000514,2406.7914223000407,2407.7914871000685,"[0, 0, 0]",0,2405.8081347001716,2407.80773520004,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,2407.824474700028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2409.9811189200263,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",None,,,,,0,0,0,0,2421.5435042001773,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2427.8736617001705,None,2427.8736617001705,2428.874867500039,2428.8582920001354,None,"[0, 0, 0]",1,2427.8736617001705,None,,,,,,,,,,0.015294380020350218,5.01353098009713,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2429.858370400034,2431.857956700027,2429.858370400034,2430.858408899978,2430.8416657999624,2431.8416609000415,"[0, 0, 0]",1,2429.858370400034,2431.857956700027,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2431.875014200108,2433.874624100048,2431.875014200108,2432.8750353001524,2432.858358300058,2433.8583703001495,"[0, 0, 0]",0,2431.875014200108,2433.874624100048,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2433.8916740000714,2435.8923655999824,2433.8916740000714,2434.8916706000455,2434.8750242001843,2435.875310000032,"[0, 0, 0]",0,2433.8916740000714,2435.8923655999824,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2435.9588840000797,None,2435.9588840000797,2436.9584973000456,2436.9416772001423,None,"[0, 0, 0]",0,2435.9588840000797,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2437.9250835999846,2439.9246994999703,2437.9250835999846,2438.9250152001623,2438.9083830001764,2439.9083949001506,"[0, 0, 0]",0,2437.9250835999846,2439.9246994999703,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2439.9416635001544,2441.941346100066,2439.9416635001544,2440.9417218000162,2440.9250007001683,2441.925062800059,"[0, 0, 0]",0,2439.9416635001544,2441.941346100066,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2441.95856379997,2443.9579755000304,2441.95856379997,2442.9584129001014,2442.9417429000605,2443.941771800164,"[0, 0, 0]",0,2441.95856379997,2443.9579755000304,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2443.975066300016,2445.9747154000215,2443.975066300016,2444.975076599978,2444.9584813001566,2445.958452400053,"[0, 0, 0]",0,2443.975066300016,2445.9747154000215,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2445.9918037001044,2447.991421499988,2445.9918037001044,2446.9918158999644,2446.97503890004,2447.9751069999766,"[0, 0, 0]",0,2445.9918037001044,2447.991421499988,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,2448.008106500143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2454.1650804199744,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",None,0,0,0,0,,,,,2465.7436365999747,None,2468.074006699957,None,2468.074006699957,2469.0753360001836,2469.05862669996,None,1,None,None,"[0, 0, 0]",,,2468.074006699957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015068780165165663,5.013001480139792,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,1,1,1,,,,,,,2470.0586835001595,None,2470.0586835001595,2471.0586284999736,2471.041973100044,2472.0419737000484,0,None,None,"[0, 0, 0]",,,2470.0586835001595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2472.058642799966,2472.058642799966,2472.058642799966,2473.0586723999586,2473.0419805999845,2474.0419845001306,0,None,None,"[0, 0, 0]",,,2472.058642799966,2472.058642799966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2474.058613900095,2474.058613900095,2474.058613900095,2475.058665700024,2475.0420065000653,2476.042024400085,0,None,None,"[0, 0, 0]",,,2474.058613900095,2474.058613900095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,2476.092540099984,2476.092540099984,2476.092540099984,2477.0921059001703,2477.0753779001534,None,0,None,None,"[0, 0, 0]",,,2476.092540099984,2476.092540099984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,0,5,5,5,,,,,,,2478.1073259999976,None,2478.1073259999976,2479.10870410013,2479.0920665999874,2480.0920355999842,0,None,None,"[0, 0, 0]",,,2478.1073259999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,2480.1087500001304,2480.1087500001304,2480.1087500001304,2481.1087398000527,2481.0921090000775,2482.092136600055,0,None,None,"[0, 0, 0]",,,2480.1087500001304,2480.1087500001304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,0,7,7,7,,,,,,,2482.1089274999686,2482.1089274999686,2482.1089274999686,2483.108729999978,2483.0920621000696,2484.0920758000575,0,None,None,"[0, 0, 0]",,,2482.1089274999686,2482.1089274999686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,2484.1087766001,2484.1087766001,2484.1087766001,2485.1087782999966,2485.092067199992,2486.0921082000714,0,None,None,"[0, 0, 0]",,,2484.1087766001,2484.1087766001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,0,9,9,9,,,,,,,2486.1087637001183,2486.1087637001183,2486.1087637001183,2487.1088046000805,2487.092084400123,2488.092105000047,0,None,None,"[0, 0, 0]",,,2486.1087637001183,2486.1087637001183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,2488.108411299996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2494.2650726197753,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",None,0,0,0,0,,,,,2506.21082310006,None,2508.1576479000505,None,2508.1576479000505,2509.1589494000655,2509.1423129001632,None,1,None,None,"[0, 0, 0]",,,2508.1576479000505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015349780209362507,5.01360248029232,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",1,0,1,1,1,,,,,,,2510.1423512001056,None,2510.1423512001056,2511.142315800069,2511.12563210004,2512.1255967000034,0,None,None,"[0, 0, 0]",,,2510.1423512001056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2512.142324600136,2512.142324600136,2512.142324600136,2513.142324600136,2513.125620899955,2514.1256395000964,0,None,None,"[0, 0, 0]",,,2512.142324600136,2512.142324600136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,0,3,3,3,,,,,,,2514.1423534001224,2514.1423534001224,2514.1423534001224,2515.14235129999,2515.125575199956,2516.125646900153,0,None,None,"[0, 0, 0]",,,2514.1423534001224,2514.1423534001224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,2516.192841500044,2516.192841500044,2516.192841500044,2517.1923440999817,2517.1755542000756,None,0,None,None,"[0, 0, 0]",,,2516.192841500044,2516.192841500044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2518.158970999997,None,2518.158970999997,2519.158969100099,2519.142340600025,2520.1422924001236,0,None,None,"[0, 0, 0]",,,2518.158970999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,0,6,6,6,,,,,,,2520.1590368000325,2520.1590368000325,2520.1590368000325,2521.1590299999807,2521.1423645000905,2522.142359700054,0,None,None,"[0, 0, 0]",,,2520.1590368000325,2520.1590368000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,,,,,2522.1589743001387,2522.1589743001387,2522.1589743001387,2523.159061399987,2523.142399400007,2524.1422604001127,0,None,None,"[0, 0, 0]",,,2522.1589743001387,2522.1589743001387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,0,8,8,8,,,,,,,2524.1591173000634,2524.1591173000634,2524.1591173000634,2525.159097700147,2525.1424000000115,2526.142282700166,0,None,None,"[0, 0, 0]",,,2524.1591173000634,2524.1591173000634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,,,,,2526.158984299982,2526.158984299982,2526.158984299982,2527.1590474999975,2527.1424225000665,2528.1424172001425,0,None,None,"[0, 0, 0]",,,2526.158984299982,2526.158984299982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,2528.158722500084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2532.3161190196406,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",None,0,0,0,0,,,,,2544.7110374001786,None,2548.207945100032,None,2548.207945100032,2549.2092018001713,2549.1925967000425,None,1,None,None,"[0, 0, 0]",,,2548.207945100032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014650880359113216,5.0122461803257465,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,0,1,1,1,,,,,,,2550.192600999959,None,2550.192600999959,2551.1926134000532,2551.1759294001386,2552.1758026999887,0,None,None,"[0, 0, 0]",,,2550.192600999959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,2552.1926492999773,2552.1926492999773,2552.1926492999773,2553.19264010014,2553.175894800108,2554.175958100008,0,None,None,"[0, 0, 0]",,,2552.1926492999773,2552.1926492999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2554.1926552001387,2554.1926552001387,2554.1926552001387,2555.192650299985,2555.175954000093,2556.1759854999837,0,None,None,"[0, 0, 0]",,,2554.1926552001387,2554.1926552001387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,2556.2765703999903,2556.2765703999903,2556.2765703999903,2557.276108100079,2557.2593259999994,None,0,None,None,"[0, 0, 0]",,,2556.2765703999903,2556.2765703999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,2558.2093305001035,None,2558.2093305001035,2559.2094897001516,2559.192790100118,2560.1927039001603,0,None,None,"[0, 0, 0]",,,2558.2093305001035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2560.209358100081,2560.209358100081,2560.209358100081,2561.2093804001343,2561.192667500116,2562.1926790999714,0,None,None,"[0, 0, 0]",,,2560.209358100081,2560.209358100081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,2562.209344800096,2562.209344800096,2562.209344800096,2563.209361599991,2563.192668300122,2564.192644700175,0,None,None,"[0, 0, 0]",,,2562.209344800096,2562.209344800096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,2564.209351300029,2564.209351300029,2564.209351300029,2565.2093840001617,2565.192672000034,2566.192709800089,0,None,None,"[0, 0, 0]",,,2564.209351300029,2564.209351300029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,2566.209416200174,2566.209416200174,2566.209416200174,2567.2094293001574,2567.192676700186,2568.1927875999827,0,None,None,"[0, 0, 0]",,,2566.209416200174,2566.209416200174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,2568.209056199994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2570.3660868201405,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,2582.5275038001128,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2588.2749729000498,None,2588.2749729000498,2589.276255500037,2589.2595733001363,None,"[0, 0, 0]",1,2588.2749729000498,None,,,,,,,,,,0.01497848005965352,5.012838980183005,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2590.2595975000877,2592.259214800084,2590.2595975000877,2591.259575800039,2591.2429496000987,2592.242927600164,"[0, 0, 0]",1,2590.2595975000877,2592.259214800084,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2592.27630350017,2594.275900000008,2592.27630350017,2593.276303200051,2593.259577400051,2594.2595267000142,"[0, 0, 0]",0,2592.27630350017,2594.275900000008,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
